0.042664	0.000000	0.118273	-0.074320	-0.096554	-0.100942	0.041374	0.010414	0.118273	0.074320	0.457336	0.000000	-0.091829	-0.448022	0.096554	0.100942	-0.096554	0.100942	-0.091829	0.448022	0.457336	0.000000	-0.118273	0.074320	0.041374	-0.010414	0.096554	-0.100942	-0.118273	-0.074320	0.042664	0.000000	
0.199666	0.000000	0.226900	0.092103	-0.234778	0.069611	0.198720	0.019409	0.226900	-0.092103	0.300334	0.000000	-0.234691	0.187405	0.234778	-0.069611	-0.234778	-0.069611	-0.234691	-0.187405	0.300334	0.000000	-0.226900	-0.092103	0.198720	-0.019409	0.234778	0.069611	-0.226900	0.092103	0.199666	0.000000	
0.362206	0.000000	0.019643	0.222540	0.174105	-0.139991	-0.250907	-0.261226	0.019643	-0.222540	0.137794	0.000000	-0.076568	-0.114562	-0.174105	0.139991	0.174105	0.139991	-0.076568	0.114562	0.137794	0.000000	-0.019643	-0.222540	-0.250907	0.261226	-0.174105	-0.139991	-0.019643	0.222540	0.362206	0.000000	
0.235460	0.000000	-0.060036	-0.242248	-0.123030	-0.217146	0.170927	-0.161943	-0.060036	0.242248	0.264540	0.000000	0.254775	-0.071210	0.123030	0.217146	-0.123030	0.217146	0.254775	0.071210	0.264540	0.000000	0.060036	0.242248	0.170927	0.161943	0.123030	-0.217146	0.060036	-0.242248	0.235460	0.000000	
0.032489	0.000000	-0.111190	-0.053159	-0.032146	0.118978	-0.021174	0.024642	-0.111190	0.053159	0.467511	0.000000	-0.084655	-0.459782	0.032146	-0.118978	-0.032146	-0.118978	-0.084655	0.459782	0.467511	0.000000	0.111190	0.053159	-0.021174	-0.024642	0.032146	0.118978	0.111190	-0.053159	0.032489	0.000000	
0.408676	0.000000	0.014837	0.192618	0.019097	0.192243	0.402371	-0.071512	0.014837	-0.192618	0.091324	0.000000	0.091301	-0.002021	-0.019097	-0.192243	0.019097	-0.192243	0.091301	0.002021	0.091324	0.000000	-0.014837	-0.192618	0.402371	0.071512	-0.019097	0.192243	-0.014837	0.192618	0.408676	0.000000	
0.152164	0.000000	-0.226636	-0.039547	0.002199	0.230050	-0.024723	0.150142	-0.226636	0.039547	0.347836	0.000000	-0.063064	-0.342072	-0.002199	-0.230050	0.002199	-0.230050	-0.063064	0.342072	0.347836	0.000000	0.226636	0.039547	-0.024723	-0.150142	-0.002199	0.230050	0.226636	-0.039547	0.152164	0.000000	
0.486263	0.000000	0.032393	0.075037	0.076618	0.028452	-0.025255	-0.485607	0.032393	-0.075037	0.013737	0.000000	0.009495	-0.009928	-0.076618	-0.028452	0.076618	-0.028452	0.009495	0.009928	0.013737	0.000000	-0.032393	-0.075037	-0.025255	0.485607	-0.076618	0.028452	-0.032393	0.075037	0.486263	0.000000	
0.176360	0.000000	0.232394	-0.055408	-0.192775	0.141120	0.114265	-0.134337	0.232394	0.055408	0.323640	0.000000	-0.298361	0.125393	0.192775	-0.141120	-0.192775	-0.141120	-0.298361	-0.125393	0.323640	0.000000	-0.232394	0.055408	0.114265	0.134337	0.192775	0.141120	-0.232394	-0.055408	0.176360	0.000000	
0.153652	0.000000	0.167055	0.159090	-0.082526	0.215422	0.138757	-0.065998	0.167055	-0.159090	0.346348	0.000000	0.133321	0.319660	0.082526	-0.215422	-0.082526	-0.215422	0.133321	-0.319660	0.346348	0.000000	-0.167055	-0.159090	0.138757	0.065998	0.082526	0.215422	-0.167055	0.159090	0.153652	0.000000	
0.255113	0.000000	-0.228883	-0.100431	0.220696	-0.117334	0.254393	-0.019156	-0.228883	0.100431	0.244887	0.000000	-0.151814	0.192151	-0.220696	0.117334	0.220696	0.117334	-0.151814	-0.192151	0.244887	0.000000	0.228883	0.100431	0.254393	0.019156	-0.220696	-0.117334	0.228883	-0.100431	0.255113	0.000000	
0.033895	0.000000	0.123744	-0.022048	0.112852	-0.055346	-0.027343	0.020032	0.123744	0.022048	0.466105	0.000000	0.447999	-0.128647	-0.112852	0.055346	0.112852	0.055346	0.447999	0.128647	0.466105	0.000000	-0.123744	0.022048	-0.027343	-0.020032	-0.112852	-0.055346	-0.123744	-0.022048	0.033895	0.000000	
0.484535	0.000000	-0.055081	-0.066779	-0.085616	-0.012775	-0.249771	-0.415197	-0.055081	0.066779	0.015465	0.000000	0.011493	-0.010348	0.085616	0.012775	-0.085616	0.012775	0.011493	0.010348	0.015465	0.000000	0.055081	0.066779	-0.249771	0.415197	0.085616	-0.012775	0.055081	-0.066779	0.484535	0.000000	
0.342685	0.000000	-0.210671	0.097607	0.204382	-0.110170	0.205347	-0.274346	-0.210671	-0.097607	0.157315	0.000000	-0.157027	0.009515	-0.204382	0.110170	0.204382	0.110170	-0.157027	-0.009515	0.157315	0.000000	0.210671	-0.097607	0.205347	0.274346	-0.204382	-0.110170	0.210671	0.097607	0.342685	0.000000	
0.172083	0.000000	0.219871	-0.089921	0.102585	0.214255	-0.127537	-0.115529	0.219871	0.089921	0.327917	0.000000	0.019115	0.327359	-0.102585	-0.214255	0.102585	-0.214255	0.019115	-0.327359	0.327917	0.000000	-0.219871	0.089921	-0.127537	0.115529	-0.102585	0.214255	-0.219871	-0.089921	0.172083	0.000000	
0.356955	0.000000	0.135530	0.180810	0.145680	0.172737	0.080314	-0.347802	0.135530	-0.180810	0.143045	0.000000	0.142810	-0.008207	-0.145680	-0.172737	0.145680	-0.172737	0.142810	0.008207	0.143045	0.000000	-0.135530	-0.180810	0.080314	0.347802	-0.145680	0.172737	-0.135530	0.180810	0.356955	0.000000	
0.448007	0.000000	-0.099264	-0.115931	-0.108755	-0.107078	0.031123	-0.446924	-0.099264	0.115931	0.051993	0.000000	0.051805	-0.004417	0.108755	0.107078	-0.108755	0.107078	0.051805	0.004417	0.051993	0.000000	0.099264	0.115931	0.031123	0.446924	0.108755	-0.107078	0.099264	-0.115931	0.448007	0.000000	
0.115837	0.000000	0.104606	-0.183188	0.104415	0.183297	-0.115837	-0.000121	0.104606	0.183188	0.384163	0.000000	-0.195580	0.330651	-0.104415	-0.183297	0.104415	-0.183297	-0.195580	-0.330651	0.384163	0.000000	-0.104606	0.183188	-0.115837	0.000121	-0.104415	0.183297	-0.104606	-0.183188	0.115837	0.000000	
0.451188	0.000000	-0.068612	-0.131590	0.147324	-0.017867	0.255249	0.372046	-0.068612	0.131590	0.048812	0.000000	-0.017193	0.045684	-0.147324	0.017867	0.147324	0.017867	-0.017193	-0.045684	0.048812	0.000000	0.068612	0.131590	0.255249	-0.372046	-0.147324	-0.017867	0.068612	-0.131590	0.451188	0.000000	
0.012092	0.000000	0.037687	-0.066928	0.053436	-0.055176	0.003441	0.011592	0.037687	0.066928	0.487908	0.000000	0.471941	0.123798	-0.053436	0.055176	0.053436	0.055176	0.471941	-0.123798	0.487908	0.000000	-0.037687	0.066928	0.003441	-0.011592	-0.053436	-0.055176	-0.037687	-0.066928	0.012092	0.000000	
0.310354	0.000000	-0.040840	-0.239143	0.178666	-0.164122	0.245432	0.189954	-0.040840	0.239143	0.189646	0.000000	0.102953	0.159268	-0.178666	0.164122	0.178666	0.164122	0.102953	-0.159268	0.189646	0.000000	0.040840	0.239143	0.245432	-0.189954	-0.178666	-0.164122	0.040840	-0.239143	0.310354	0.000000	
0.260857	0.000000	-0.249735	0.003841	-0.113475	-0.222499	-0.122074	-0.230531	-0.249735	-0.003841	0.239143	0.000000	0.105360	0.214682	0.113475	0.222499	-0.113475	0.222499	0.105360	-0.214682	0.239143	0.000000	0.249735	-0.003841	-0.122074	0.230531	0.113475	-0.222499	0.249735	0.003841	0.260857	0.000000	
0.496948	0.000000	-0.035526	0.015959	-0.032492	0.021472	-0.265914	0.419817	-0.035526	-0.015959	0.003052	0.000000	0.003012	-0.000492	0.032492	-0.021472	-0.032492	-0.021472	0.003012	0.000492	0.003052	0.000000	0.035526	-0.015959	-0.265914	-0.419817	0.032492	0.021472	0.035526	0.015959	0.496948	0.000000	
0.172868	0.000000	-0.162995	0.173157	0.171446	0.164793	0.172652	-0.008641	-0.162995	-0.173157	0.327132	0.000000	0.003415	-0.327114	-0.171446	-0.164793	0.171446	-0.164793	0.003415	0.327114	0.327132	0.000000	0.162995	-0.173157	0.172652	0.008641	-0.171446	0.164793	0.162995	0.173157	0.172868	0.000000	
0.155930	0.000000	-0.051099	0.225920	0.028256	-0.229896	-0.146756	-0.052696	-0.051099	-0.225920	0.344070	0.000000	-0.342346	0.034399	-0.028256	0.229896	0.028256	0.229896	-0.342346	-0.034399	0.344070	0.000000	0.051099	-0.225920	-0.146756	0.052696	-0.028256	-0.229896	0.051099	0.225920	0.155930	0.000000	
0.213098	0.000000	-0.207281	0.134807	-0.195154	0.151833	-0.069653	0.201393	-0.207281	-0.134807	0.286902	0.000000	0.285877	-0.024233	0.195154	-0.151833	-0.195154	-0.151833	0.285877	0.024233	0.286902	0.000000	0.207281	-0.134807	-0.069653	-0.201393	0.195154	0.151833	0.207281	0.134807	0.213098	0.000000	
